Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Starting_Salary,Current_Job_Level,Entrepreneurship,
S00379,22,Female,3.07,1521,317,3.24,Mathematics,55800,Senior,No,
S00380,24,Male,2.29,1381,618,3.41,Computer Science,67100,Senior,No,
S00381,18,Female,2.02,977,606,2.16,Arts,57400,Mid,No,
S00382,20,Male,3.62,1413,575,2.71,Computer Science,40000,Entry,No,
S00383,19,Female,2.35,1220,154,2.87,Computer Science,74700,Mid,No,
S00384,26,Male,3.21,1189,255,2.52,Law,50700,Executive,No,
S00385,27,Female,2.67,1196,351,2.35,Computer Science,69200,Mid,No,
S00386,23,Female,3.17,1580,547,2.28,Medicine,63200,Executive,No,
S00387,27,Female,2.63,1374,835,2.73,Mathematics,35100,Entry,Yes,
S00388,20,Male,2.17,922,312,2.99,Arts,65900,Senior,No,
S00389,25,Male,2.45,1071,808,2.13,Business,63000,Mid,Yes,
S00390,25,Male,2.38,1217,765,3.89,Engineering,51200,Senior,Yes,
S00391,19,Female,2.86,1092,669,3.53,Mathematics,43300,Mid,No,
S00392,23,Female,3.32,1580,134,3.46,Law,62200,Entry,No,
S00393,24,Female,2.53,1017,948,2.35,Arts,64900,Mid,No,
S00394,19,Male,2.02,905,129,3.21,Medicine,43900,Senior,No,
S00395,28,Male,3.04,1382,436,3.06,Arts,59100,Entry,No,
S00396,27,Male,3.21,1031,280,3.96,Business,45000,Executive,No,
S00397,19,Other,3.93,992,358,3.5,Law,41800,Entry,No,
S00398,27,Female,3.18,1421,930,3.15,Arts,56500,Entry,No,
S00399,18,Female,2.94,1462,883,3.7,Mathematics,61800,Entry,No,
S00400,25,Male,3.15,1193,252,2.31,Medicine,57800,Senior,No,
S00401,18,Female,3.86,1540,135,2.03,Law,47900,Entry,No,
S00402,26,Female,3.66,1291,843,3.38,Medicine,32800,Mid,No,
S00403,28,Male,2.65,1148,523,2.2,Law,45400,Mid,Yes,
S00404,23,Female,2.47,1513,804,2.23,Engineering,55600,Entry,Yes,
S00405,24,Female,2.53,1494,660,3.49,Business,82300,Entry,No,
S00406,27,Female,3.01,1316,319,2.54,Engineering,35400,Entry,No,
S00407,24,Female,3.49,1042,80,3.26,Mathematics,48300,Mid,Yes,
S00408,27,Male,3.01,1136,191,3.83,Mathematics,47600,Entry,No,
S00409,20,Male,2.14,1186,453,2.63,Mathematics,25000,Entry,No,
S00410,19,Other,3.45,1176,344,2.43,Computer Science,41100,Executive,No,
S00411,26,Male,3.61,1286,30,2.21,Mathematics,32100,Senior,No,
S00412,25,Female,2.58,1281,414,2.26,Medicine,44000,Mid,Yes,
S00413,29,Female,3.33,1349,871,2.12,Engineering,72600,Mid,No,
S00414,27,Female,2.85,1190,368,2.18,Medicine,59800,Entry,No,
S00415,24,Other,3.78,1068,741,2.86,Law,52600,Mid,No,
S00416,26,Male,3.69,1342,993,2.64,Medicine,79200,Executive,No,
S00417,21,Male,3.05,1555,596,3.41,Computer Science,71100,Senior,Yes,
S00418,21,Male,3.38,1083,502,3.74,Medicine,38000,Entry,No,
S00419,18,Male,3.77,944,662,3.57,Law,25000,Entry,No,
S00420,25,Male,2.99,1167,873,3.06,Law,25000,Executive,No,
S00421,29,Male,2.63,1375,701,2.2,Engineering,36800,Entry,No,
S00422,20,Female,3.51,1152,21,3.42,Mathematics,41500,Mid,No,
S00423,24,Female,2.44,1295,549,2.73,Business,73200,Entry,No,
S00424,29,Male,2.78,1188,246,2.17,Arts,68000,Senior,No,
S00425,19,Male,3.73,1111,283,3.68,Engineering,63800,Entry,Yes,
S00426,19,Female,3.45,1588,614,2.68,Computer Science,42400,Mid,No,
S00427,24,Male,2.81,920,931,2.44,Arts,47200,Entry,No,
S00428,23,Male,2.43,1215,806,3.74,Medicine,43900,Entry,No,
S00429,20,Male,2.71,1463,232,3.8,Engineering,83100,Mid,No,
S00430,26,Female,2.57,1337,316,2.68,Arts,40600,Entry,No,
S00431,27,Male,2.35,1322,838,2.71,Mathematics,38100,Entry,No,
S00432,23,Other,3.49,1132,800,3.16,Mathematics,58500,Entry,Yes,
S00433,27,Male,2.5,1022,336,3.47,Engineering,35600,Entry,No,
S00434,27,Female,2.91,1511,988,2.13,Mathematics,58400,Executive,No,
S00435,23,Male,2.77,1113,976,3.19,Medicine,54300,Entry,No,
S00436,18,Male,3.96,1546,411,3.91,Law,38900,Senior,No,
S00437,21,Female,2.78,1499,245,2.52,Engineering,44800,Entry,Yes,
S00438,27,Female,2.16,939,387,3.82,Computer Science,37300,Entry,No,
S00439,23,Female,2.18,1231,689,3.9,Arts,65200,Mid,No,
S00440,23,Female,3.18,1547,725,2.54,Arts,47800,Entry,No,
S00441,28,Female,3.2,1081,358,3.51,Arts,46800,Mid,No,
S00442,29,Female,2.84,1164,614,2.48,Engineering,62100,Entry,No,
S00443,22,Female,2.86,1593,798,3.48,Medicine,60100,Mid,No,
S00444,18,Male,2.11,1432,22,3.59,Engineering,53500,Senior,No,
S00445,25,Male,3.03,1331,19,2.49,Engineering,65700,Executive,Yes,
S00446,22,Male,3.01,1095,287,3.43,Mathematics,47700,Mid,No,
S00447,29,Female,2.3,1408,276,3.62,Law,36600,Mid,Yes,
S00448,29,Male,2.21,1346,659,2.72,Arts,52200,Entry,No,
S00449,29,Male,2.25,1427,898,2.34,Medicine,49500,Mid,Yes,
S00450,22,Female,2.2,1101,552,2.18,Business,71500,Executive,No,
S00451,24,Female,3.22,1504,679,3.15,Medicine,46000,Entry,No,
S00452,21,Female,2.39,1032,603,3.96,Mathematics,73900,Mid,No,
S00453,23,Male,2.5,1038,72,3.65,Engineering,31800,Mid,Yes,
S00454,21,Female,2.35,1568,365,2.87,Computer Science,46500,Mid,No,
S00455,20,Male,3.92,1392,950,3.07,Medicine,45300,Mid,No,
S00456,24,Male,3.71,969,795,2.56,Arts,45200,Entry,Yes,
S00457,25,Male,2.46,914,335,2.33,Computer Science,67100,Mid,No,
S00458,21,Male,2.66,1111,652,2.96,Business,43000,Entry,No,
S00459,19,Male,2.42,959,751,2.93,Business,64900,Mid,No,
S00460,29,Female,2.98,1151,590,3.04,Computer Science,48700,Entry,No,
S00461,27,Male,2.04,1345,199,3.91,Mathematics,48500,Senior,No,
S00462,20,Female,3.34,901,17,3.21,Business,29900,Senior,No,
S00463,18,Female,3.05,1235,218,3.21,Computer Science,68800,Mid,Yes,
S00464,25,Male,3.8,918,741,2.26,Engineering,73000,Entry,Yes,
S00465,20,Female,2.33,1460,852,3.99,Computer Science,31300,Senior,No,
S00466,29,Male,3.61,977,650,3.55,Engineering,74200,Senior,No,
S00467,27,Female,3.58,1371,147,3.75,Mathematics,28300,Mid,No,
S00468,24,Male,2.25,927,210,2.83,Arts,47500,Executive,No,
S00469,27,Male,2.8,1459,670,3,Arts,48500,Entry,No,
S00470,22,Male,2.34,1507,414,3.04,Business,45500,Mid,No,
S00471,27,Female,2.51,1064,665,2.39,Law,66300,Mid,No,
S00472,22,Female,2.53,1357,856,3.38,Law,61200,Entry,No,
S00473,24,Male,3.11,1075,330,3.81,Computer Science,25000,Mid,No,
S00474,26,Female,2.82,1484,895,2.33,Mathematics,72100,Mid,No,
S00475,29,Female,3.9,928,962,2.17,Engineering,75100,Entry,Yes,
S00476,22,Female,2.25,1568,870,3.48,Arts,60200,Mid,No,
S00477,18,Female,3.95,1178,352,2.55,Mathematics,44800,Entry,No,
S00478,27,Female,2.46,1182,163,3.25,Arts,53300,Mid,No,
S00479,27,Female,3.55,1378,819,3.39,Arts,45700,Mid,No,
S00480,18,Female,2.68,1418,101,2.64,Business,64700,Entry,No,
S00481,19,Male,2.29,1204,327,3.63,Arts,25000,Mid,Yes,
S00482,23,Male,3.72,1593,327,3.1,Law,56000,Entry,Yes,
S00483,26,Male,2.62,1008,155,3.74,Medicine,67300,Mid,No,
S00484,25,Female,3.32,1223,10,3.53,Business,46300,Entry,No,
S00485,22,Female,3.13,1105,353,3.74,Computer Science,58300,Entry,No,
S00486,18,Male,2.94,1133,939,2.04,Medicine,25000,Entry,No,
S00487,24,Female,2.99,1357,183,2.49,Business,35700,Senior,Yes,
S00488,22,Male,3.46,1086,455,2.18,Mathematics,55900,Entry,No,
S00489,23,Male,2.18,1381,646,2.88,Business,56800,Entry,No,
S00490,24,Other,3.34,1306,6,3.78,Engineering,41300,Entry,No,
S00491,20,Male,3.79,1408,333,2.94,Medicine,54600,Entry,No,
S00492,29,Male,2.12,1419,944,3.7,Medicine,49200,Entry,No,
S00493,27,Female,2.28,952,333,2.65,Law,25000,Entry,No,
S00494,20,Female,3.43,1297,258,2.68,Medicine,46500,Entry,No,
S00495,22,Male,2.87,1098,211,3.79,Arts,60900,Entry,No,
S00496,23,Female,2.81,1290,51,2.85,Law,69900,Entry,No,
S00497,26,Female,2.27,1548,445,3.58,Mathematics,46400,Entry,Yes,
S00498,29,Male,3.01,1397,659,2.47,Arts,55800,Mid,Yes,
S00499,22,Male,2.25,1071,377,3.9,Law,52600,Mid,No,
S00500,18,Female,2.95,985,640,3.15,Computer Science,58000,Mid,No,
S00501,21,Male,3.53,1457,486,3.52,Mathematics,40300,Mid,No,
S00502,22,Female,2.52,1085,770,2.18,Law,48900,Entry,Yes,
S00503,29,Female,2.96,1055,51,2.99,Computer Science,58200,Mid,No,
S00504,27,Other,3.98,1392,154,3.8,Law,56000,Senior,No,
S00505,27,Male,3.37,1420,582,3.75,Computer Science,59100,Mid,No,
S00506,22,Other,3.68,1526,788,2.09,Arts,62000,Entry,Yes,
S00507,24,Male,2.83,1565,791,2.61,Mathematics,52400,Mid,No,
S00508,21,Male,3.54,1029,310,2.89,Mathematics,54500,Mid,Yes,
S00509,18,Male,2.08,980,399,2.34,Law,41500,Entry,No,
S00510,22,Male,2.25,1283,134,3.46,Engineering,62900,Mid,No,
S00511,24,Female,2.41,1558,220,2.37,Law,33800,Mid,No,
S00512,27,Male,2.8,1194,163,2.69,Computer Science,59300,Entry,No,
S00513,27,Male,3.69,1168,971,3.33,Mathematics,52000,Entry,Yes,
S00514,23,Female,2.69,1544,648,2.96,Business,39300,Senior,No,
S00515,22,Male,3.31,1461,569,3.48,Arts,39900,Mid,No,
S00516,21,Female,3.42,1434,502,3.92,Engineering,53200,Entry,No,
S00517,19,Male,3.17,1277,946,2.23,Business,46300,Mid,No,
S00518,21,Female,2.71,1275,689,3.42,Business,43600,Senior,No,
S00519,27,Female,3.15,987,115,2.46,Arts,56300,Senior,Yes,
S00520,27,Male,2.68,1523,499,2.83,Law,25000,Entry,No,
S00521,20,Male,2.17,1010,472,2.07,Medicine,51400,Mid,No,
S00522,27,Male,3.99,1483,149,2.27,Engineering,44400,Mid,No,
S00523,18,Female,2.25,1053,241,2.64,Law,31600,Mid,No,
S00524,25,Male,2.14,1362,123,2.68,Arts,44900,Mid,No,
S00525,22,Male,3.76,1468,804,3.8,Medicine,30300,Entry,Yes,
S00526,21,Male,2.6,1055,839,3.48,Arts,67700,Senior,No,
S00527,25,Male,3.3,1524,69,3.94,Arts,60800,Senior,Yes,
S00528,24,Female,2.66,1217,826,3.2,Business,62400,Entry,No,
S00529,19,Female,2.78,1458,63,2.48,Mathematics,57700,Entry,No,
S00530,18,Male,2.52,1137,733,2.66,Law,25000,Mid,Yes,
S00531,29,Male,2.69,1233,16,2.64,Arts,32300,Entry,Yes,
S00532,28,Female,2.82,1005,390,2.65,Law,63400,Mid,No,
S00533,21,Female,3.44,1381,590,3.35,Medicine,79600,Entry,No,
S00534,25,Male,3.02,1598,634,3.06,Business,55600,Entry,No,
S00535,29,Male,3.89,1570,948,2.77,Medicine,70800,Senior,No,
S00536,19,Male,2.08,1281,258,2.3,Medicine,37800,Mid,No,
S00537,20,Female,3.01,1588,217,2.04,Business,40600,Entry,Yes,
S00538,29,Male,3.17,1160,479,2.44,Law,60000,Mid,Yes,
S00539,18,Female,3.84,1192,114,2.21,Medicine,38000,Mid,No,
S00540,18,Female,2.1,1234,882,3.57,Computer Science,25800,Entry,No,
S00541,20,Female,3.15,1554,973,2.22,Law,61200,Executive,No,
S00542,28,Male,3.71,1375,380,3.45,Mathematics,39200,Entry,No,
S00543,22,Male,2.48,1124,658,2.77,Mathematics,25000,Senior,Yes,
S00544,29,Male,3.75,1454,977,2.15,Arts,67400,Entry,No,
S00545,20,Male,2.04,1353,237,3.63,Business,57600,Mid,No,
S00546,18,Female,3.46,1562,476,3.16,Mathematics,60500,Mid,No,
S00547,18,Other,3.87,1195,972,2.47,Business,61400,Executive,No,
S00548,25,Female,3.31,1474,931,3.79,Law,64600,Entry,No,
S00549,27,Female,2.88,1541,598,2.09,Computer Science,57500,Entry,No,
S00550,28,Male,2.09,1362,679,2.4,Computer Science,27700,Senior,No,
S00551,29,Male,3.84,1113,129,3.5,Computer Science,33700,Entry,No,
S00552,29,Male,2.94,1484,510,3.42,Computer Science,65100,Senior,No,
S00553,19,Female,2.06,1515,165,2.58,Engineering,58600,Entry,No,
S00554,20,Female,3.38,1057,277,2.12,Business,48000,Mid,No,
S00555,19,Female,2.96,1171,257,3.72,Medicine,25000,Mid,No,
S00556,20,Male,2.25,1137,132,2.63,Business,37400,Entry,Yes,
S00557,24,Male,2.43,1202,992,2.39,Mathematics,45400,Senior,Yes,
S00558,18,Female,2.13,1569,570,3.03,Business,38700,Mid,No,
S00559,27,Male,3.15,1520,257,3.82,Business,34300,Entry,No,
S00560,25,Female,3.24,1420,141,2.09,Computer Science,55000,Entry,No,
S00561,27,Female,3.01,1220,686,3.53,Computer Science,72000,Entry,Yes,
S00562,27,Female,3.63,958,687,3.14,Engineering,59600,Mid,No,
S00563,27,Male,3.72,1257,209,2.85,Law,42900,Entry,No,
S00564,19,Male,3.23,1547,716,3.49,Business,49000,Entry,Yes,
S00565,20,Male,2.03,1150,519,3.93,Arts,59200,Senior,No,
S00566,26,Male,3.39,1335,51,2.46,Law,41000,Entry,No,
S00567,24,Male,2.84,1045,503,2.29,Mathematics,53200,Senior,Yes,
S00568,21,Female,3.13,1251,259,3.83,Engineering,44700,Executive,No,
S00569,27,Female,3.3,1469,178,3.34,Mathematics,44300,Senior,No,
S00570,22,Male,2.7,1588,922,2.88,Computer Science,26200,Entry,No,
S00571,19,Male,3.83,1144,543,3.15,Mathematics,50700,Senior,Yes,
S00572,28,Male,2.27,1459,356,3.49,Business,56100,Entry,No,
S00573,25,Male,3.34,1200,318,3.55,Computer Science,62700,Entry,No,
S00574,21,Female,2.01,1337,666,3.84,Law,25000,Executive,No,
S00575,26,Male,3.85,999,963,2.85,Medicine,64300,Entry,No,
S00576,22,Male,2.23,1379,364,2.59,Computer Science,60900,Mid,No,
S00577,26,Male,2.19,1314,55,3.28,Computer Science,72100,Entry,No,
S00578,21,Female,2.67,1064,156,2.83,Engineering,44500,Entry,No,
S00579,27,Female,2.75,1537,44,3.19,Medicine,51000,Mid,No,
S00580,22,Male,2.43,1201,593,2.84,Law,34600,Senior,No,
S00581,26,Female,3.17,1020,678,2.31,Arts,49100,Entry,Yes,
S00582,25,Female,2.89,987,542,2.94,Arts,45300,Entry,No,
S00583,20,Female,2.07,1116,322,3.38,Arts,52300,Entry,No,
S00584,18,Male,2.64,1472,648,3.6,Business,49400,Entry,Yes,
S00585,20,Female,3.62,1078,14,2.99,Arts,62200,Entry,Yes,
S00586,21,Female,3.38,1062,357,2.33,Business,46900,Entry,No,
S00587,19,Female,3.45,1492,483,2.83,Law,69100,Mid,No,
S00588,18,Female,3.4,1069,618,3.57,Law,25000,Entry,No,
S00589,24,Female,2.62,1200,359,2.83,Computer Science,69400,Mid,No,
S00590,25,Male,2.2,1273,318,3.39,Arts,29300,Entry,No,
S00591,24,Female,2.54,1102,75,3.01,Engineering,62300,Senior,No,
S00592,22,Female,3.66,946,959,2.48,Law,60100,Entry,No,
S00593,29,Female,3.96,1362,591,3.59,Medicine,33900,Entry,No,
S00594,18,Male,2.99,1569,194,2.17,Medicine,68400,Senior,No,
S00595,24,Female,2.02,1307,997,3.05,Law,32200,Entry,No,
S00596,24,Female,2.28,1093,363,2.42,Computer Science,30200,Senior,No,
S00597,26,Male,2.64,1326,96,2.13,Mathematics,43300,Entry,Yes,
S00598,20,Female,3.16,1216,40,3.01,Medicine,44000,Mid,No,
S00599,26,Female,2.15,1378,768,3,Medicine,40900,Entry,No,
S00600,18,Female,3.89,1320,397,3.41,Mathematics,51100,Mid,No,
S00601,18,Male,2.73,1168,107,3.49,Computer Science,55600,Entry,No,
S00602,21,Male,3.83,1380,17,3.46,Mathematics,48800,Entry,No,
S00603,26,Female,3.56,1162,527,2.82,Computer Science,32600,Mid,Yes,
S00604,23,Male,3.51,1325,929,3.26,Computer Science,37200,Entry,Yes,
S00605,28,Female,3.21,1065,784,3.15,Engineering,81600,Mid,No,
S00606,20,Female,3.25,1591,499,2.84,Computer Science,34200,Mid,No,
S00607,18,Female,3.28,1327,525,3.19,Computer Science,34800,Mid,No,
S00608,21,Male,3.26,1296,759,3.89,Computer Science,26700,Entry,No,
S00609,29,Female,3.11,1115,726,2.39,Law,64600,Entry,No,
S00610,26,Male,3.97,1006,663,3.81,Arts,64400,Mid,No,
S00611,20,Male,3.46,997,804,2.11,Law,56000,Senior,No,
S00612,29,Male,3.55,1381,43,2.62,Arts,69300,Mid,No,
S00613,26,Male,3.74,1398,946,2.58,Engineering,39200,Mid,No,
S00614,24,Other,2.43,1129,626,3.25,Engineering,32700,Mid,No,
S00615,29,Other,2.17,1156,842,2.26,Medicine,54100,Mid,No,
S00616,21,Male,2.97,942,593,3.76,Mathematics,57100,Executive,Yes,
S00617,20,Female,3.03,1141,350,3.66,Mathematics,52900,Entry,No,
S00618,27,Male,3.66,1453,653,3.3,Law,45400,Entry,Yes,
S00619,22,Female,2.89,994,30,2.92,Arts,65400,Executive,No,
S00620,22,Female,3.14,1087,441,3.87,Engineering,49300,Entry,Yes,
S00621,20,Female,3.05,1284,542,3.66,Engineering,53800,Mid,No,
S00622,29,Male,2.08,1299,455,3,Law,49600,Mid,No,
S00623,26,Female,3.23,1405,778,3.4,Medicine,42600,Mid,Yes,
S00624,21,Male,3.66,1066,611,3.13,Computer Science,34100,Mid,No,
S00625,28,Other,2.32,1024,962,3.18,Business,56300,Entry,No,
S00626,22,Male,3.19,1572,94,2.66,Medicine,25000,Mid,Yes,
S00627,21,Female,3.19,986,723,2.92,Mathematics,40500,Mid,No,
S00628,22,Female,2.33,1388,295,2.16,Mathematics,42500,Senior,Yes,
S00629,24,Female,2.25,1125,549,2.71,Business,31800,Entry,No,
S00630,26,Male,3.96,1556,899,3.39,Medicine,45600,Entry,Yes,
S00631,24,Female,2.79,1244,89,3.91,Medicine,56700,Entry,No,
S00632,22,Male,2.45,1417,930,3.93,Computer Science,51900,Mid,No,
S00633,27,Female,2.34,930,503,3.11,Engineering,41400,Entry,Yes,
S00634,27,Male,3.34,1195,767,3.21,Arts,59300,Entry,No,
S00635,24,Male,3.22,1313,214,2.37,Medicine,54000,Entry,No,
S00636,27,Female,3.29,1034,422,3.39,Computer Science,32800,Senior,No,
S00637,22,Male,2.18,1424,526,2.14,Mathematics,38400,Entry,No,
S00638,20,Male,3.79,903,192,2.57,Business,28800,Entry,No,
S00639,24,Male,2.78,1077,807,3.34,Law,44800,Mid,No,
S00640,28,Male,2.63,1158,694,2.62,Mathematics,40000,Entry,No,
S00641,28,Female,2.92,1551,642,2.1,Law,46600,Entry,No,
S00642,19,Female,2.78,964,224,3.66,Engineering,79000,Mid,No,
S00643,29,Male,3.73,1262,555,2.62,Law,25500,Mid,Yes,
S00644,26,Male,3.86,916,693,2.13,Medicine,25000,Mid,No,
S00645,27,Male,2.61,1099,387,2.15,Business,72400,Entry,Yes,
S00646,27,Male,3.73,1443,681,2.5,Medicine,57900,Entry,No,
S00647,29,Female,3.56,1111,776,2.36,Law,64600,Senior,No,
S00648,18,Female,3.86,1334,474,3.55,Arts,44800,Entry,No,
S00649,23,Male,2.49,1172,608,2.64,Mathematics,60300,Mid,No,
S00650,24,Male,3.15,1189,203,3.61,Law,48100,Senior,Yes,
S00651,25,Male,2.55,1382,447,2.35,Arts,63000,Entry,No,
S00652,27,Female,3.65,1133,833,2.99,Law,65300,Entry,Yes,
S00653,26,Other,2.01,1307,847,3.38,Engineering,63900,Mid,No,
S00654,19,Male,3.13,1593,900,3.3,Business,40200,Entry,No,
S00655,28,Male,2.68,1045,68,3.2,Arts,51400,Senior,Yes,
S00656,27,Female,2.65,1461,92,3.85,Computer Science,35600,Entry,No,
S00657,19,Female,3.29,1329,778,2.46,Engineering,58300,Entry,No,
S00658,22,Male,3.7,1331,843,2.99,Medicine,55100,Senior,Yes,
S00659,22,Male,3.22,1514,178,3.77,Law,26100,Entry,No,
S00660,23,Male,3.71,1444,663,2.16,Business,56900,Senior,No,
S00661,20,Female,2.53,1396,829,2.11,Business,56500,Entry,Yes,
S00662,25,Male,3.04,988,559,2.47,Law,58500,Senior,No,
S00663,18,Male,2.9,1310,3,3.27,Computer Science,50700,Entry,No,
S00664,23,Female,2.02,1140,999,2.52,Mathematics,58500,Entry,No,
S00665,21,Male,3.11,1122,103,2.38,Mathematics,54700,Entry,No,
S00666,18,Female,3.32,1564,273,2.92,Arts,36600,Entry,No,
S00667,24,Male,3.18,1367,534,3.23,Law,59500,Entry,No,
S00668,26,Male,3.47,1468,116,2.5,Business,35700,Entry,No,
S00669,21,Female,3.14,1221,859,2.6,Computer Science,34000,Mid,Yes,
S00670,21,Male,2.13,1274,912,3.23,Mathematics,53200,Senior,No,
S00671,23,Other,2.23,1011,464,3.89,Computer Science,25000,Senior,No,
S00672,29,Female,3.19,1426,104,3.35,Mathematics,40000,Mid,No,
S00673,20,Male,2.55,1311,259,3.57,Medicine,45300,Entry,No,
S00674,29,Female,2.16,1168,308,2.73,Computer Science,69900,Entry,Yes,
S00675,23,Male,2.86,1525,367,2.54,Engineering,46800,Entry,Yes,
S00676,24,Female,3.11,1151,929,2.91,Business,78900,Entry,Yes,
S00677,28,Male,2.66,1273,810,3.61,Engineering,27700,Mid,No,
S00678,27,Female,3.44,1553,642,2.91,Mathematics,57100,Mid,No,
S00679,27,Male,3.29,1525,807,3.69,Computer Science,59700,Senior,No,
S00680,20,Male,2.67,1349,302,3.98,Computer Science,36200,Senior,No,
S00681,24,Female,3.51,1436,560,2.14,Engineering,48600,Mid,Yes,
S00682,20,Female,3.3,1267,27,2.09,Medicine,48400,Executive,Yes,
S00683,19,Male,3.27,1154,508,2.3,Computer Science,66300,Entry,No,
S00684,29,Male,3.11,1362,527,2.77,Engineering,28400,Senior,No,
S00685,27,Female,2.02,1167,775,2.26,Engineering,78200,Entry,No,
S00686,21,Female,3.39,1025,365,3.74,Business,25000,Entry,Yes,
S00687,29,Male,2.75,1292,953,2.05,Medicine,56400,Mid,No,
S00688,25,Male,3.89,1233,298,2.63,Arts,36900,Entry,No,
S00689,26,Male,3.64,1464,777,2.37,Engineering,57200,Entry,No,
S00690,24,Female,3.18,1267,361,3.86,Business,40100,Entry,No,
S00691,18,Male,2.5,1454,646,3.34,Arts,70200,Mid,No,
S00692,20,Male,2.41,1577,504,3.82,Business,51500,Senior,No,
S00693,29,Female,2.68,1453,953,3.94,Business,43700,Entry,Yes,
S00694,26,Male,2.95,1355,588,2.99,Law,33200,Executive,No,
S00695,29,Female,2.59,1587,30,2.47,Medicine,55800,Senior,No,
S00696,18,Male,3.03,966,439,2.39,Computer Science,56800,Entry,No,
S00697,26,Male,2.33,965,340,2.45,Medicine,44600,Mid,No,
S00698,25,Male,3.96,1494,126,3.42,Arts,50400,Executive,Yes,
S00699,18,Female,2.22,1516,596,2.08,Law,54200,Senior,Yes,
S00700,23,Male,3.86,1299,566,2.1,Medicine,59600,Entry,No,
S00701,22,Female,3.83,1186,366,3.22,Computer Science,35000,Entry,No,
S00702,23,Female,3.05,1085,795,3.28,Medicine,43100,Senior,No,
S00703,27,Female,3.45,1183,852,3.33,Medicine,59200,Mid,No,
S00704,29,Male,2.87,1415,443,2.74,Medicine,48400,Entry,No,
S00705,22,Male,3.26,1549,263,3.61,Engineering,25000,Entry,Yes,
S00706,23,Male,2.68,1590,936,3.07,Engineering,73900,Mid,No,
S00707,22,Male,2.6,1136,872,2.21,Medicine,62700,Entry,No,
S00708,28,Male,3.16,917,222,3.59,Computer Science,25000,Mid,No,
S00709,29,Female,3,1313,840,3.91,Mathematics,40100,Mid,No,
S00710,22,Male,3.16,908,2,2.12,Computer Science,73600,Entry,No,
S00711,21,Male,2.57,1319,910,2.78,Computer Science,56800,Entry,No,
S00712,20,Male,2.73,928,394,2.98,Computer Science,28400,Senior,No,
S00713,20,Female,2.17,1555,306,2.29,Law,25000,Mid,Yes,
S00714,21,Male,2.1,1247,146,3.74,Law,25000,Mid,No,
S00715,26,Female,2.51,1560,530,2.57,Business,42600,Mid,No,
S00716,19,Male,2.15,1475,528,3.57,Medicine,60000,Entry,Yes,
S00717,26,Female,2.21,1349,308,3.34,Mathematics,27000,Mid,Yes,
S00718,18,Female,3.63,1279,965,3.2,Mathematics,58500,Mid,No,
S00719,18,Male,2.08,1598,948,2.38,Medicine,36800,Entry,Yes,
S00720,22,Male,3.32,1265,671,2.44,Business,25000,Entry,No,
S00721,23,Male,2.55,1126,997,2.09,Computer Science,44800,Entry,No,
S00722,23,Male,3.74,1017,340,2.48,Arts,79600,Entry,No,
S00723,20,Female,2.97,1311,919,2.69,Arts,70200,Executive,No,
S00724,24,Female,2.61,1255,352,3.67,Business,42500,Entry,No,
S00725,26,Female,3.04,1153,810,2.73,Mathematics,53100,Entry,No,
S00726,28,Female,2.76,1442,209,3.51,Arts,41300,Senior,No,
S00727,29,Male,3.13,1572,958,2.88,Engineering,25000,Mid,No,
S00728,27,Male,2.23,1343,205,3.57,Medicine,40900,Mid,No,
S00729,25,Female,3.99,1580,625,3.95,Arts,59600,Mid,No,
S00730,23,Male,2.85,980,690,2.48,Law,32300,Entry,No,
S00731,29,Female,2.7,945,973,3.72,Law,66100,Senior,No,
S00732,25,Male,3.42,948,721,3.24,Mathematics,66700,Entry,No,
S00733,29,Male,2.73,1348,636,3.63,Mathematics,43200,Entry,No,
S00734,22,Other,3.67,1306,15,3.3,Engineering,51700,Entry,No,
S00735,25,Male,2.91,1182,858,2.85,Medicine,69500,Mid,No,
S00736,27,Other,3.44,1372,428,2.46,Engineering,55400,Entry,No,
S00737,29,Other,2.21,1315,476,2.14,Medicine,71900,Entry,No,
S00738,21,Female,3.69,1499,298,3.07,Medicine,25000,Entry,No,
S00739,27,Female,3.47,1020,557,3.98,Mathematics,41300,Entry,No,
S00740,25,Female,2.42,902,94,3.48,Arts,45100,Entry,Yes,
S00741,27,Female,2.29,1215,107,2.65,Law,68700,Entry,No,
S00742,29,Male,2.63,1359,419,3.65,Business,50000,Entry,No,
S00743,19,Male,3.95,1126,278,3.54,Arts,38900,Entry,No,
S00744,29,Female,2.51,978,128,2.56,Mathematics,48300,Entry,No,
S00745,29,Male,2.91,1556,970,2.03,Computer Science,57800,Mid,No,
S00746,22,Male,2.06,1443,459,2.24,Engineering,45300,Entry,Yes,
S00747,26,Male,2.79,970,38,3.75,Mathematics,62600,Entry,No,
S00748,21,Female,3.14,1096,609,3.67,Computer Science,51700,Senior,No,
S00749,28,Female,3.91,957,198,2.59,Medicine,45500,Executive,No,
